m0,s0,p1,p2,p3,nll,k,volmean,volsd
1.6439140349774306,0.00522866065893271,0.0070645121295921515,0.05168606037675719,0.4156945170327537,-22041.112897125375,3,0.008352698523693088,0.00239746174199235
